714,C1QC,0.03805554718312558
7305,TYROBP,0.03127535550266599
7076,TIMP1,0.029288207464084948
563,AZGP1,0.028515604249582906
9353,SLIT2,0.028324872811110662
1880,GPR183,0.028255921266181892
3033,HADH,0.028209356885920443
2162,F13A1,0.027414494334400748
7128,TNFAIP3,0.0271275989302504
4069,LYZ,0.026791044287250997
8870,IER3,0.02512720135013627
713,C1QB,0.024260955527425496
1520,CTSS,0.02401963608113379
6812,STXBP1,0.023412592572012596
122622,ADSSL1,0.0212839440437243
712,C1QA,0.021058347431288864
3936,LCP1,0.020342106266774032
80763,SPX,0.019731718413915654
219972,MPEG1,0.019232534068635076
55332,DRAM1,0.019212610578574353
34,ACADM,0.0190411451159749
10095,ARPC1B,0.01893726257873699
8407,TAGLN2,0.01881856460444524
10655,DMRT2,0.018543114653835235
3689,ITGB2,0.01837894145407097
23171,GPD1L,0.017843237028317516
64231,MS4A6A,0.017776141705045077
929,CD14,0.017560806637079804
7846,TUBA1A,0.017142553345880357
9770,RASSF2,0.01678226476192691
716,C1S,0.016598983068208385
6696,SPP1,0.01643279981258045
196463,PLBD2,0.01611728483750198
7345,UCHL1,0.015977976393370633
3075,CFH,0.015938732606902976
7805,LAPTM5,0.015858365769722785
4217,MAP3K5,0.0158090771215214
11326,VSIG4,0.015615494749264401
1490,CTGF,0.015436302278038702
126321,MFSD12,0.01527971661004205
54504,CPVL,0.015214241238427713
715,C1R,0.014909819188310766
4360,MRC1,0.014879121245089836
7291,TWIST1,0.014835689292147111
6039,RNASE6,0.014558746711709198
64102,TNMD,0.014502935025469193
1292,???,0.014475332124106885
5654,HTRA1,0.014455996879383766
1043,CD52,0.014409540606062405
5577,PRKAR2B,0.014379643613958612
5538,PPT1,0.014371623619481062
151887,CCDC80,0.013891417327043642
25903,OLFML2B,0.013883640605140583
32,ACACB,0.013775503921203252
7296,TXNRD1,0.013750002894371529
586,BCAT1,0.013656609197668108
1978,EIF4EBP1,0.013606453014689065
10894,LYVE1,0.013548299021690947
6275,S100A4,0.013547167586717921
664,BNIP3,0.013542348550500028
115330,GPR146,0.013539058059447093
5734,PTGER4,0.01350085464527869
25975,EGFL6,0.013487189471836126
51155,HN1,0.013435715500695312
57538,ALPK3,0.013414785956169732
4522,MTHFD1,0.013374211360091611
3576,CXCL8,0.013354005609059074
8839,WISP2,0.0132968232984295
90507,SCRN2,0.013210411052975074
4067,LYN,0.013092927941159661
28962,OSTM1,0.013064890696537514
55013,MCUB,0.012993194783137424
81552,VOPP1,0.012956985092699764
397,ARHGDIB,0.01278855113415356
3553,IL1B,0.01275914252071787
9588,PRDX6,0.012734206201179694
231,AKR1B1,0.012670765010113272
9242,MSC,0.012613580982525772
11098,PRSS23,0.012573945342606623
8682,PEA15,0.012410384241563628
338,APOB,0.012278163874114482
9961,MVP,0.012243977087929903
23406,COTL1,0.012228738302463864
123920,CMTM3,0.01216705352228489
54941,RNF125,0.012163181210826043
7107,GPR137B,0.012115705516947562
3115,HLA-DPB1,0.011930084858920697
28959,TMEM176B,0.011723746717575185
7108,TM7SF2,0.011712321823529334
629,CFB,0.011668983450722521
5360,PLTP,0.011666033648589046
761,CA3,0.01163010462316663
2207,FCER1G,0.011591285592715174
4329,ALDH6A1,0.011591097502437189
25939,SAMHD1,0.011556784924446102
2194,FASN,0.011553792675833906
2246,FGF1,0.011412358057786294
84263,HSDL2,0.011291057491778065
5341,PLEK,0.011048960114585109
9638,FEZ1,0.011036281418463398
