10655,DMRT2
1301,COL11A1
145957,NRG4
1672,DEFB1
1880,GPR183
22829,NLGN4Y
23406,COTL1
2354,FOSB
25975,EGFL6
2920,CXCL2
3117,HLA-DQA1
3240,HP
337876,CHSY3
4057,LTF
4069,LYZ
4318,MMP9
4688,NCF2
4982,TNFRSF11B
563,AZGP1
5806,PTX3
65009,NDRG4
7076,TIMP1
