	GSM1519923	GSM1519926	GSM1519927	GSM1519928	GSM1519929	GSM1519930	GSM1519933	GSM1519934	GSM1519935
LOC728763	2.609248725	3.6603873439999997	2.987381782	3.5573653789999997	2.864736099	4.676429199	2.9557499160000003	4.155279544	3.097103132
LOC728769	4.884694731000001	1.715748246	1.984532033	4.060414931	3.897017719	4.528980726	5.808596486	4.763472042	5.388781467
LOC728774	1.776728835	3.223574142	2.83095033	7.191687425	2.72692705	4.241114401	7.114862216000001	4.565263646	2.941422345
LOC728820	3.481303506	3.6941477889999996	2.975797444	2.496593846	3.9786140089999997	2.774271502	3.24893344	2.623087482	3.129483065
LOC728853	6.073718741	6.876953996	7.952584149	7.17137156	6.854174232	5.597666182999999	4.18100037	7.128170827999999	7.572516257999999
LOC728855	2.7694774669999997	1.8317624590000001	3.617451933	1.342300861	1.7182495180000001	1.922012628	3.428611834	3.958029055	1.9703388480000001
LOC728875	3.670676541	6.26104159	5.872576408	4.6322992560000005	4.745463104	4.126383559	3.81306387	1.5644445619999998	1.680594419
LOC728904	7.5117627360000006	5.26561437	4.286165963	5.87129581	6.632996201	4.270191398	2.467262037	2.290373916	9.521297909
LOC728927	1.4663332409999998	3.486016807	2.102646345	1.808865824	1.640580441	1.6166180559999999	2.085638531	1.7635672919999998	1.854048865
LOC728971	1.776943596	1.274720198	2.375297295	1.284633128	1.249264184	1.367937583	1.3948468090000001	1.489915605	1.4084172769999999
LOC729029	3.936055568	7.2126052739999995	3.151973612	4.406125546	4.350107662	5.007848277	3.3814424360000004	7.058838777	6.628560649
LOC729046	1.6361272409999998	3.6774653789999996	2.681925512	2.487787974	2.227785398	3.950220255	3.026377347	2.608004668	4.106774026
LOC729059	1.981999347	4.977517424	3.476296607	2.9259679760000004	2.225926931	2.715661579	3.729705364	4.269181606	5.703776172
LOC729082	4.3647034535	4.4027356855	5.9825435145	4.2659605745	4.847979501999999	3.4118311585	6.157816679	6.5285892985	3.8916230785
LOC729085	3.545552802	4.165354993999999	4.697845645	3.450523214	3.95418754	6.107562197000001	2.872571448	6.103636021	2.7370926260000004
LOC729088	2.602630249	1.29303748	1.4896813780000002	1.3460564259999999	5.365362325	2.06792657	1.4339526969999998	1.6042478669999998	1.5729998930000002
LOC729090	5.547099942000001	5.9252663	1.321422509	1.364765191	4.691883991	1.530215075	2.932276467	1.245850527	1.402625171
LOC729111	1.403830071	3.079692498	1.782197745	4.7065174789999995	3.3832534780000003	1.5708892280000002	1.866960207	1.662412015	1.752224901
LOC729121	3.145852957	3.921532931	3.028267174	4.126596807	2.678162875	3.795030814	3.1839817580000003	2.875014963	5.002291584
LOC729127	2.112112045	4.733763371	3.795454362	2.982343385	2.177060579	2.82618136	4.020672309	3.68844961	3.8696599910000002
LOC729141	5.119134518499999	2.7109237395	4.043659022	5.814489287	5.2302960845	4.6886249545	1.9122715675	4.264232939	5.0765933455
LOC729170	5.3777894260000005	7.44988797	7.020456912999999	6.384573400000001	4.597339652	6.211804497999999	7.5842000789999995	7.173812335	6.851410709
LOC729173	4.899544839	1.537331416	5.115832465	3.685460527	2.8370156630000003	1.534777693	1.773803014	1.695704499	1.739486189
LOC729234	7.420217376	2.873527454	5.943792287000001	1.751321244	5.318617705	6.714285547	2.508515857	2.54106949	6.3795329689999996
LOC729259	1.3940442180000001	1.9734473030000002	1.551567261	2.1417071119999997	3.1919312160000004	3.900499342	3.8242365310000004	1.331165365	3.6054104
LOC729279	5.374531375	1.3716842930000002	4.322755754	3.195922434	4.12525893	1.328456833	5.1837059839999995	7.0989940439999994	1.2830333329999999
LOC729298	9.631980484	7.262388921	8.100736159	9.515569007	10.756782199999998	7.721344628	10.94119404	9.136416426	9.778290719
LOC729313	1.634292239	1.358672994	1.571008584	2.8117990789999996	3.700000562	4.955209679	1.588011148	4.071897263	1.628991436
LOC729314	1.290558743	8.202068362999999	1.323398606	1.2667247609999999	2.343178422	1.357361807	1.6261506190000001	5.6638064560000005	1.3772069390000001
LOC729332	6.326502581000001	8.635407487	7.542946714	7.431214698	7.174084359	7.896909716000001	8.585694266	7.8339080270000006	7.675176123
LOC729338	3.541638157	3.4455190069999997	5.1583796930000005	4.545815298	2.5080954380000002	4.55098979	5.409530189	5.229252983	3.29187924
LOC729356	10.26483295	2.443511581	9.638823634	8.988913347999999	10.65407792	7.594223295	10.39061712	10.09191039	8.798304048
LOC729409	4.480711863	5.76123708	5.692367797	5.57611981	1.824125815	4.976186825	5.52439753	4.881118277	4.546247011
LOC729449	2.0252498180000003	3.70765604	3.024908492	2.173125752	3.9324202280000002	2.29329939	2.991365281	2.820122838	3.126226907
LOC729484	8.739333485	10.324138699999999	9.778780943	10.31879798	8.945338055	10.57214388	10.32734598	10.36357415	10.01756665
LOC729497	4.923937141000001	6.907382913999999	5.7895609960000005	4.613103627	4.142597181	5.327590211	5.81164372	4.109386478	1.3601998819999999
LOC729556	2.544291034	2.0833697509999998	1.4406344030000002	3.7575831689999997	2.8614443830000003	3.863880281	1.706892366	1.39754127	1.385538247
LOC729595	5.267193344	5.825572759	5.725502432000001	2.388624949	2.606996425	4.550094087	3.8725334119999997	4.447246898	5.12865043
LOC729602	1.2498880079999999	1.663591221	1.292604204	1.333859036	1.321490422	1.294640035	1.331140383	1.328488139	1.290145057
LOC729603	9.741277542	2.064375604	8.734688321	9.046160743	9.145297571	8.167414526	7.695843621	8.996320396	9.545197742000001
LOC729608	10.48766225	12.21560483	11.01813755	10.21736887	10.5810358	11.60440882	12.31293235	11.77843606	11.21951646
LOC729611	9.922556598	9.814044158	10.44622491	8.851727719	9.44465409	9.221444649	10.14611597	10.259599900000001	10.67961683
LOC729621	5.300928814	6.698454836	4.575322705	5.244686651	5.700612545	5.271749798	6.681958506	6.070875185	4.829294606
LOC729652	8.74538362	9.106788352	9.391098736	6.169205595	7.623474728	8.465621175	9.379627126	9.355838559	9.104090867
LOC729680	9.538437177	4.496230055	7.742873179	9.100592704	9.35259213	5.3884134889999995	3.281296162	7.096405922000001	7.645986354
LOC729683	4.693384311	2.5750206655000003	4.4098327075	7.4980048325	4.144592912	5.6938565809999995	1.805890359	3.279598174	5.232196526000001
LOC729684	9.251038977	1.8561347209999999	8.124812666	8.252674516	5.760880895	1.7476404159999999	8.22437107	8.386370312	2.196212369
LOC729742	2.595686794	6.2879532320000004	3.044856813	2.48796365	4.153388988000001	2.2599959	3.165886013	6.369834246	3.8957266460000004
LOC729760	5.75986104	6.2438933279999995	5.24195108	5.879738451000001	4.72123876	5.9582627420000005	5.392234985	6.648331616	6.421301816000001
LOC729768	1.322658609	5.977272154	2.283995813	3.627310698	1.275483782	1.367141502	5.078648827	1.5126150930000002	1.4419728719999998
LOC729779	13.86305685	7.609086409	11.53271117	14.50508007	15.58137695	13.79736761	12.99767204	11.01328153	12.13105776
LOC729792	5.337418846	8.074048539	1.730545327	1.51119556	3.4415151610000003	1.466203982	4.555784391	1.466280036	1.7170272659999999
LOC729798	1.285324223	5.686697519	3.520493477	3.519598025	1.2383479309999998	3.776734455	2.258385465	1.461705026	1.3637251380000002
LOC729806	1.4295166069999998	2.854153735	1.805270715	1.8819762309999999	3.907232192	1.879452669	2.14242564	1.854590315	2.1590441240000002
LOC729839	3.865326828	4.594570326	3.5826091989999997	2.62892745	1.969571538	4.170035014	5.517152225	3.306449382	4.221800672
LOC729858	4.912828306000001	1.4475029640000001	6.193851412000001	5.2718961019999995	3.976833492	5.524792941	4.749877297	4.52102169	4.877431817
LOC729887	7.4495583089999995	5.328515264	6.863107257	2.840551022	6.370246827000001	6.688134315	4.136051151	6.076487448	6.846676986
LOC729911	4.175667591	6.45539317	2.571655326	1.980120595	1.7849580569999999	4.134535363	2.9006777980000003	5.463070092000001	2.128937932
LOC729915	6.647010451	3.809924267	3.332538502	2.342255374	7.225489268	8.357292304	2.922187946	2.610497745	3.049565987
LOC729956	1.928815462	4.744390569	3.3995952210000002	3.1120855919999997	2.229053887	3.085968134	3.916181923	3.2532521080000003	3.91042772
LOC729970	9.323103673	8.006845478999999	7.665539005	8.841546526	8.753479768	6.967858218	7.402278936	7.954008002	8.000861549
LOC729983	9.887420496	4.637091065	8.677107696	11.00150603	10.09049977	9.276255259	9.181341175	8.380893879	8.806609632999999
LOC730038	2.228889987	1.588874359	1.547180651	1.8282001030000001	3.630580297	3.5214705239999997	1.497657706	1.7126940330000002	1.648598905
LOC730070	2.330860661	2.7294783910000002	1.6105039819999998	3.693066216	3.269241413	4.03648133	1.598866537	3.2732342869999997	3.9902280689999996
LOC730079	6.334956769	1.758017278	1.6334491309999999	5.3166757019999995	6.631958589	6.558097793	1.683859121	4.855933282	7.049614944
LOC730091	2.9123972589999996	1.7493706519999999	2.034680509	2.941422345	4.130782039	3.0967248019999998	1.946871047	1.927022866	2.1230059569999997
LOC730092	8.016930053	1.767381628	5.561224532000001	7.572266365	8.687724711	6.052970745	3.986184338	6.46195871	6.781590861000001
LOC730101	5.693713377000001	1.2787907570000001	5.732016947000001	5.804687287	3.604643344	6.298547997000001	1.246208995	1.238113013	4.812390467
LOC730102	4.213850269	1.5837148509999999	4.389746236000001	3.448563578	4.705753551	2.546190283	1.318374301	1.29215283	1.979461467
LOC730107	6.978381624	4.905989147	8.079143088	5.688718918999999	9.702430808999999	6.732552297000001	2.094605749	3.06919697	3.3005157119999997
LOC730125	6.307288945	3.379374215	4.673772718	1.7944355319999998	5.617663198	6.669833282999999	2.01888514	2.698920355	2.171480849
LOC730134	8.692063173	7.980212316	6.507823563	7.334302655	7.491964368	8.077879429	8.413944905	8.048145339	8.760584828999999
LOC730144	9.126768539	9.528622862999999	10.25057064	10.06960317	9.438974792	9.9175462	6.225309421	8.744969788999999	8.868806092
LOC730167	6.640879194	3.5955592239999996	4.425738818999999	4.289044143	4.558336336	4.812390467	4.556387355	4.495621056	4.398304391
LOC730168	7.779932196	9.542287997999999	8.769434144	8.099867345	8.039030184	8.932624687	9.465232482000001	9.210111947	9.169615424
LOC730227	9.64287748	11.56499153	11.50423069	10.20750701	11.58298699	11.09154791	12.20241835	11.57078284	11.64076852
LOC730232	5.708397187	2.529888596	2.409029199	1.810164869	1.553903461	1.907260648	2.504936921	4.746627149	4.131826653
LOC730235	8.696277069	10.77523128	10.04992101	9.622357295	7.99182532	9.805157952	10.60203437	10.12963466	10.10542003
LOC730286	5.3110449645	4.207582713	4.4577120905	5.4480850495	5.858967164999999	3.245161562	6.466662638	6.241002513	6.042986159500001
LOC730392	8.014706692	8.164576073	7.05925595	8.545524252	9.121026032	7.356959615	7.934439906000001	8.051162577000001	7.743790235
LOC730405	1.3907339490000001	3.138046212	3.221011276	1.6372676430000002	1.5498928109999999	1.3876937530000002	2.437929776	1.7455862359999998	1.684308827
LOC730747	5.6890763435	3.289567657	7.663437394500001	7.2054591345	6.039284421	5.6563870705	5.5860616935	5.675383419	5.734630049999999
LOC730834	3.607379734	4.504066847	3.2472207889999996	2.96761654	2.982136395	4.649953091	3.924316189	3.4573873930000003	3.741415809
LOC730961	1.8029854159999998	2.814869761	2.612188821	1.9817812540000002	2.364136542	2.0634898369999997	2.645390094	2.468707424	2.736898128
LOC731275	3.714713302	4.960231558	3.644854806	3.2757791039999997	4.254679299	3.2781835260000003	4.145320283999999	3.482857141	4.1362588019999995
LOC731312	14.48161974	14.70748574	14.24400474	13.56660445	14.22497802	14.52847369	15.0344723	14.3550914	14.24400474
LOC731688	1.3393688590000001	1.2734472829999999	1.425459094	1.33730499	1.255875421	4.807697701	1.345622256	1.5591420630000001	1.50008411
LOC731724	1.3762826080000001	1.46825848	1.602582129	1.4325425840000001	4.988467094	1.547399252	1.571008584	1.701470205	1.642047993
LOC731789	7.051868005	8.056333582	7.1199544910000006	7.2116017789999995	6.569165367999999	6.951763516000001	7.31413426	7.406521894	7.208124232
LOC731852	3.173625512	3.879722371	3.370575487	1.657183422	2.71400968	3.323293343	5.0636652689999995	2.83762467	3.8281332010000004
LOC732199	5.733635401	3.1726304130000003	1.6936409019999998	6.787214862999999	5.645245169	3.1004356339999997	3.0480728439999996	1.81522766	5.2322297739999994
LOC732215	6.601521618	4.657108008	5.189383843	2.593579707	6.861959776	6.560755329	5.178796505	5.02975152	3.371121555
LOC732275	9.429445715	5.440641555	5.796171523	5.687446501	4.270902134	5.67660341	5.715113861	6.360231322000001	5.378919372
LOC751071	1.6916063590000001	5.947511759	4.068474147	2.497152745	1.9548402459999998	3.716230845	4.892719335	4.894673872	3.441895917
LOC780529	7.648442456000001	9.097127701	5.559880295	7.4231035610000005	8.101296419	8.273542895	7.442780558	6.976276022	6.042501314
LOC791120	3.2118500119999998	5.971621419	2.088718857	3.676796815	3.072930973	4.15610836	4.143282841	1.391206392	3.034961819
LOC79999	3.4084453885	3.3256094590000003	2.5853776725	2.1298861575	4.427106962	2.252466991	3.9115721455	3.8498813905000002	4.866587502
LOC81691	8.266468394	3.077749405	1.7457999730000002	7.885336493	8.994412218999999	8.379634033	7.52542512	7.042295072999999	2.118398591
LOC85391	4.535082455	4.22390467	3.464081963	2.6346400709999998	4.286951285	2.4287996990000003	4.27308664	3.224602623	3.74758423
LOC90246	5.066628934	2.718885375	2.318015197	1.7075021019999999	1.4400653140000002	1.8113465290000001	5.196442718999999	2.499792828	2.626246155
LOC90379	6.619083592000001	5.402155939	5.924904571	5.691709489	4.833202372	5.38356842	6.794332772000001	6.138620061	6.915494788999999
LOC90499	5.309085232	7.594223295	6.7238139000000015	6.5178791	5.383942896000001	6.584120857	7.206240107999999	6.662535124	6.451589161
LOC90586	3.488895963	3.6592203430000003	3.997254774	3.652464785	1.240613009	1.3443990940000001	1.394430297	1.468296367	5.008787029
LOC90826	6.937668397	1.4708636430000002	1.656663994	4.576078358999999	5.799422365	1.29019361	1.752655909	8.885817369	7.345347222999999
LOC90834	6.043100422999999	3.87159372	6.089890283	4.5731431460000005	6.093282218	7.824255479	6.555377117999999	6.5383405539999995	5.223582481
LOC90835	7.0099582125	6.5716935020000005	7.1062331665	8.0268587525	7.7876628985	8.1103934315	7.9084038539999995	7.4570360975	7.4438089115
LOC91316	5.778643895	2.7630602975	5.072575395	4.726021064	3.1171393624999997	4.632164891	5.389461723	4.538838444	6.002742067
LOC91431	6.813217411	4.5002104585	6.570350231500001	6.010221230500001	5.5409701525	6.1200825555	6.176633264	6.774959769	5.3667733385
LOC92249	12.787405499999998	10.81823742	12.22400512	12.3337524	13.23619057	11.80738416	10.66176432	12.461266499999999	11.99941407
LOC92270	5.127091765	4.196483956000001	6.213257017	2.682380643	6.15536928	2.620238859	8.206854479	3.1711245010000004	6.505570645
LOC92659	9.985541929	9.921269965	11.14431481	10.01400251	11.22918267	11.03022405	9.332024863	10.06750676	9.838575961
LOC92973	7.352032106	9.666418066	8.044147498	8.01291923	7.095901648	7.79676521	7.426504259	8.25052003	7.735506787
LOH12CR1	6.887504567999999	5.795791144500001	6.2140503815	3.609709385	4.82190753	4.070389003	1.8828636534999998	4.6803138175	6.507170337
LOH12CR2	8.28199996	5.5154051525	6.868925924000001	8.3808047325	8.430348321	7.7965926965	4.5112917645	5.0932952855	7.0135881985
LOH3CR2A	1.2969851140000002	1.235722748	1.3247223259999998	1.276920686	1.761917725	1.388113544	1.274720198	1.4528356359999999	1.389437895
LONP1	1.347986013	1.2693655940000002	1.432742641	6.859552242	4.447427322	1.4417806309999999	1.369249463	1.564995851	1.5138571669999998
LONP2	6.407145873	5.4138044254999995	7.6492973300000004	6.0925516900000005	6.4742957924999995	6.353923489	6.198611419000001	7.035934018500001	6.209713428000001
LONRF1	4.58881675475	5.012494911999999	3.868670473	4.6207469935	5.157078259	4.4439934605	3.96045784975	3.4354847387500005	3.9555719625
LONRF2	7.354943692999999	3.304313215	2.853692478	2.204538534	9.429445715	8.905489859	2.969200856	2.717659054	2.962477963
LONRF3	2.3045441970000002	2.5325512035	2.1967556915	3.172525948	1.5213125545000001	1.8169234849999998	4.1081429695	4.1425930355	2.236174484
LOR	3.5381885105000004	2.8055866705000003	4.6709169280000005	5.130832258	5.7192572424999994	5.217796565	2.4423137524999996	3.6874237895	2.427968382
LOX	4.5438331879	3.8277341674	5.2219654486	4.2441413988	4.3466118715	4.4937894811	4.9965999936	4.5848506360000005	4.533565860200001
LOXHD1	3.195024522666667	5.766205887999999	4.250550953666667	2.697733034666667	4.517661713	3.202767044	3.1231457273333336	5.861194361666667	4.384220258666667
LOXL1	6.386746304	3.5345583069999997	2.955490347	4.487687219	6.78638804	4.260064453	6.46629835	4.982102844	3.026598866
LOXL2	5.2268754159999995	5.211392185999999	6.077138552300001	5.379330615200001	4.9590356194	6.1070613292	5.917770164199999	5.4517725745000005	6.058447273600001
LOXL3	2.1477426765	5.784175862	2.654572514	1.570433929	2.763148328	3.579046827	5.1813219555000005	1.759364588	1.7421885145
LOXL4	1.753032181	3.379967941	3.3500910499999996	2.2717347865	1.7361655544999999	2.4458098845	2.9662828985	2.6397205725	3.0023968615000003
LPA	4.0069508085	2.934320236	4.2373280289999995	4.8848506745	4.2250448115	3.063302513	2.6510086165	2.444334617	2.836573978
LPAL2	7.709902492666667	3.743163854666667	6.774696153333333	8.363535194666667	7.685154215666667	6.660463041	6.441808781333333	6.8199589173333335	6.557578835666667
LPAR2	2.569966015	1.6506231480000002	1.949374811	6.339368109	6.087465251	1.6755934869999998	1.8495389130000002	6.517277912999999	2.032574291
LPAR3	5.444593467	3.1903286145	5.124550339999999	4.7403809985	5.34562617	6.498301421999999	3.8101223280000003	5.350331568	3.9007054275
LPAR4	6.221623082000001	1.374450149	1.531449991	1.306038297	4.419468557	1.347043189	1.5154461069999998	1.473839963	1.426345459
LPAR5	6.224500521	5.653340805	5.613007712000001	6.018839702	6.430671971000001	6.853193844	6.739177801	7.667455246	7.595479796
LPCAT1	4.368466013333333	4.473748424333333	5.199038251666667	3.4523609756666667	3.150879549666666	3.5796496523333325	5.190127156333333	4.416253438000001	5.285358550333334
LPCAT2	8.2038352125	8.247584296	9.8918439955	7.577309314	9.613969152	8.359440863500001	8.934650643	9.54055206	9.762158331
LPCAT3	1.763255002	3.1704277239999996	5.117704936	5.679619966000001	2.96630489	4.31708011	6.273413876	1.811269355	4.079809205
LPCAT4	12.55377661	12.58677745	11.75358944	12.31526337	11.80957521	10.94239106	11.32503599	12.64157432	12.13310845
LPGAT1	5.164802408	5.1981585415	4.375277331	6.420049729	6.316104522	5.116282415500001	4.185351818	3.7331253029999996	4.237767792500001
LPHN1	4.8844304874999995	3.243441058	4.929618339999999	3.75229645	3.839387881	4.96110327	6.227796116	6.22493525	5.198057758
LPHN2	6.448599739	4.489493164	7.932151599	6.703468844	5.688899987999999	6.408375924	7.445708415	7.776150188	7.44988797
LPHN3	6.7019444120000005	7.300478859	7.732238645	7.1909658510000005	7.188876802	1.3158141079999999	1.349391489	6.933680991	7.623998706
LPIN1	4.289377754999999	3.757758564	4.12730109	3.9054328195	3.2459242639999997	4.37095795	3.024293199	2.9556525255	6.213815564000001
LPIN2	1.5091118555	5.503662263500001	4.552189541	2.027097666	2.75433489	2.0217167469999997	3.3741783610000002	2.7545149895	2.355079324
LPIN3	1.412956598	1.934212649	1.966407865	1.685570909	2.524216589	4.185944397	1.798087116	1.66191964	2.0183982119999997
LPL	2.9993335919999997	3.967169883	1.30875926	3.59269912	4.765287109	4.309676173	1.3258899309999999	1.279631507	1.235828701
LPO	5.301126834	6.822613967000001	6.3043966860000005	6.064387771	4.518155794	6.988743573	3.109781968	5.780044941	4.78998076
LPP	7.1227108835	9.8422931275	9.0953359775	6.472758091	7.919548260499999	8.2328116225	9.7290596615	8.5262355815	6.8000863465
LPPR2	5.094354179	4.0761111875000005	5.6742892445	2.7926116835	6.325703431499999	4.6660265385	4.8962631875	4.210062273999999	5.842273946500001
LPPR4	4.161091333	3.32582715	4.441513489	5.072800615	3.580580755	4.57805206	2.6881920160000004	4.131826653	1.702728179
LPXN	5.649715876	6.399993666	6.185731866	5.891475194	5.64355811	5.726614917000001	5.761472148999999	5.648551182	5.327590211
LQK1	5.508070439	7.020456912999999	5.987644595	6.360852433	6.3128533639999995	6.097851426	6.816813659	6.326721455	5.531393092
LRAT	3.459519733	5.142785491000001	3.8279818350000006	3.3007436669999994	3.8206989656666663	3.9042011356666664	4.153435407333333	3.4671156406666666	3.235405736666667
LRBA	3.642576071	1.385947494	1.539127196	1.539460778	1.32502796	1.4379183819999999	1.619042418	1.589587399	1.575173802
LRCH1	2.289787057	4.162975428	7.5737624000000014	3.480573826	4.290267729	2.59937484	7.733724642	4.114668638	6.246648559
LRCH2	9.398831097999999	10.93001635	10.2473976	10.23237789	9.606896121	10.64999646	10.53558069	10.16825795	9.986210637000001
LRCH3	7.80661509275	4.766123224999999	5.8046160595	7.414962662500001	7.56584506425	5.23809834275	5.719612948	5.7311513099999996	5.14961324825
LRDD	4.840576808	5.837927162000001	4.94432718	1.623390626	4.356282386	1.352813948	5.306291076	1.726077624	2.13101548
LRFN1	5.5074101765000005	5.0294470965	6.3143254605	6.4539454885	4.8341039185	5.554175814	5.2896572525	6.339929317	4.9439846675
LRFN2	3.079515802	1.3759275169999998	2.631705957	1.405191791	3.277925593	6.883212498	5.096494938	4.829442527	5.359986954
LRFN3	6.2491256555	6.5586214604999995	5.713328554	7.0719969635	6.576698846499999	7.2852585305	4.0413277425	5.1644617985	6.0255240335
LRFN4	3.652052065	1.81536447	1.3314456940000001	1.3896221830000002	1.3612510340000001	1.339189505	1.393700879	5.2275297389999995	2.338026483
LRFN5	3.734273295	7.269296732000001	6.313324541	5.249650476	4.46427112	5.4685676789999995	6.158095795	4.732422668	5.9025409479999995
LRG1	6.775837207	2.245565707	6.342635651	6.056821292	7.270320355	4.810443247	5.07210528	6.404436492	7.3643443070000005
LRGUK	3.075688998	9.341694103	2.953865093	6.510065438	3.6353445410000003	2.2744297959999997	2.902104641	2.724712877	3.027659587
LRIG1	5.220539844	6.679294847	3.700402105	4.501408448	3.21524917	9.262829242999999	3.8885052910000004	3.4792860739999996	3.764864409
LRIG2	3.830738745	7.2905427629999995	5.0301491689999995	5.211551695	4.891192878	5.674469895	7.095636978	6.031301064	5.58512887
LRIG3	4.4844933760000005	2.697214068	2.5872861019999998	4.002030238	3.767184795	4.090768743	2.150799988	1.943048906	2.336120814
LRIT1	1.9633624180000002	4.967900383	3.3946544260000002	2.9936090539999998	3.167855657	2.7658327689999997	3.764071875	3.240226696	4.605715003
LRIT2	5.7020570170000004	2.9565180030000002	4.397915124	1.788217652	4.201252608	4.2171939830000005	4.581350767	1.980887146	2.2032728759999998
LRMP	5.257759542	2.705518557	5.450833642999999	5.150160651	4.6662730230000005	7.1050886989999995	1.546793691	6.047914134	4.916950225
LRP1	4.8121885756	6.3660704187	5.532296549100001	5.6829278422	5.446773697	5.3643565249	5.1962806583	5.5682333352999995	5.1462004005
LRP10	4.527521356333334	4.626988526666667	3.3958591009999997	5.099411844333333	4.852681602666666	5.232584329000001	5.898003779	4.888576720333333	4.76689795
LRP11	3.6134018565000003	4.5541495770000004	7.141853587	3.1373919875	5.702318446	4.192547936	3.7456096365000002	5.369997011000001	6.1616618684999995
LRP12	4.8393570404999995	1.4431800455	1.307953414	3.2606875985	5.335455254	4.8933057375	1.3261732254999998	5.2468507385	5.699793274
LRP1B	6.675572045	3.774927913	6.289176297999999	6.050942756	5.593418979	3.9048787089999997	3.29096569	5.156734622	6.289771263
LRP2	7.828000606	2.6946128239999996	6.452229997000001	1.617912715	4.571893591	6.424734859	2.547106447	4.593677186	4.476993237
LRP2BP	5.4800525755	6.2163489845	5.3634193665000005	5.635354195500001	4.6351228815	5.3246227484999995	5.3339646935000005	5.470172138500001	6.073134949999999
LRP3	5.000846557	1.99972084	1.384524184	4.162038133	1.370078555	1.240153392	1.535491106	1.344287134	1.32352731
LRP4	1.874251374	3.418413267	2.7326801	1.9365828230000002	1.567079425	2.071111236	2.8165077519999997	2.7277513630000003	2.971850515
LRP5L	6.50238666	8.84807913	5.765593442999999	6.662315107	7.069174162	6.129091804	7.587636198999999	7.303592838999999	8.216429709
LRP6	7.704928261500001	3.5458766844999996	7.19974966	7.501243131	8.083947024	7.991558454500001	5.183272035	6.629392445	6.66302429
LRP8	2.190021174	1.5366757304999998	1.4011983030000001	1.996658128	1.316536443	2.256851847	1.45207707	1.4390354515000001	1.4196062619999998
LRPAP1	2.5067394320000003	4.3200382645	3.490026967	3.182936559	3.144689189	2.674684535	3.7216260635000005	4.6900884465	4.4252117285
LRPPRC	2.664701872	5.239151798	4.107094882	2.9069023014999997	2.6371936529999997	3.617942373	2.652148327	2.490116589	2.569332297
LRRC1	2.303904099	1.8030752355000002	1.7260708740000001	2.5822483490000003	1.4866956535	3.9723301825000004	1.7310365425	1.7345966055	1.8299744185
LRRC14	7.681392757000001	8.173435511000001	8.046387258500001	8.082243672999999	8.213092547	7.7300791955	8.2472064335	8.376414043	8.542360579
LRRC15	3.638901611666667	5.012522241	3.832810620666667	3.275713027666667	2.4058907686666666	5.513321138999999	5.30224891	2.9620366856666664	4.321536666
LRRC16A	7.18937885	7.514552867000001	9.494229803	8.727185573	6.307507795	6.932396298	9.587427122000001	9.708739804	6.578405512000001
LRRC16B	3.998932141	6.96584112	6.893666765	5.469757605	7.801561609	9.599558214	9.498139377000001	9.931177831	6.107346107000001
LRRC17	1.703743078	4.368110342	2.852975317	2.49870849	1.971270065	2.231139823	3.037101012	2.5302405709999998	2.8171228
LRRC18	4.104240308	3.214529784	4.068750606	4.9112588385	4.563928196	3.0816852655	4.5692271565	4.16843318	2.603526627
LRRC19	1.322324499	1.719395408	1.382295456	1.367433797	1.36197219	1.280265901	1.637827107	1.2482835429999999	1.386496811
LRRC2	3.3381076746666665	4.567278104333334	3.6711163073333335	2.6846931733333332	3.1786514233333336	2.7835095706666664	3.640201568	3.346136876333333	3.662637308666667
LRRC20	5.1998621785	7.905540548500001	5.095826216000001	4.3931792055	5.9023720085	4.9592392945	7.232947686	5.770740640500001	5.157014064
LRRC23	2.693333698	6.787441112000001	4.030463816	3.1128917680000003	2.241880322	3.0127593110000004	5.724463641	3.780059904	4.022787504
LRRC25	1.249739103	1.7205381990000002	1.5544844830000002	2.630785297	1.32046779	1.5173871319999999	4.583329495	1.2964351109999999	1.252251269
LRRC27	4.5480526625	5.40733532	5.095197951499999	4.6230047480000005	4.190229193	4.6919638425	5.078340442	4.972949592	5.123098627
LRRC28	2.620206166	2.325399201	2.0314079205	3.18447268	1.6079391075	2.6328173735	2.1055598779999998	3.8241078625	2.2351387995
LRRC29	1.571422061	1.954128914	2.034196433	1.557178336	1.467793098	3.54225283	1.982593272	2.172928725	2.262442349
LRRC3	11.72335457	12.34152031	12.49962323	12.423386	11.90697115	12.49962323	10.69526471	12.28390147	12.53874292
LRRC31	1.970127592	3.8958235835000004	2.2777880550000003	2.6739891325	1.494282697	1.9808027924999998	3.4270586595	1.9798523165000002	2.8399666625
LRRC32	1.687355219	6.514887077999999	3.331859937	3.9994712810000004	3.403232233	2.2549549890000002	4.2683767569999995	5.190973293	2.867947287
LRRC33	1.4369740009999998	2.397688345	1.638013811	3.4468181319999998	1.4646890419999998	1.4269806269999998	2.215916815	1.4666374830000002	1.690340788
LRRC34	3.451736504	2.93101944	4.918715182	4.479746113	2.449818739	3.101893835	2.762240237	4.851603175	1.826562979
LRRC36	8.312625223	5.598402499	5.041266918	4.311770772	5.210048722	7.722651043	5.251451635	4.822867186	6.424514879
LRRC37A2	5.6000870525	4.125797997	4.6427986095	5.6852498745	5.657049456999999	5.91656915	7.579016545	5.227454700999999	5.33814686
LRRC37A3	1.657378368	3.367568281	2.8422888189999997	1.9472743080000001	1.6555730469999999	2.044615453	2.6198812890000003	4.26678956	3.91162311
