Gene_Symbol	GSM1187673	GSM1187674	GSM1187675	GSM1187676	GSM1187677	GSM1187678
A1BG	8.35427	8.42801	8.217789999999999	8.31298	8.28053	8.26724
A1CF	6.31162	6.36645	6.3357	6.21267	6.26347	6.12045
A2M	6.9502	7.619730000000001	8.62611	8.28023	8.87152	8.60336
A2ML1	6.13437	6.1809	6.21205	6.195209999999999	6.11644	5.93034
A3GALT2	7.00701	7.144419999999999	6.68127	6.68647	6.90332	6.96524
A4GALT	9.20412	9.21844	9.51608	9.48967	9.304269999999999	9.17637
A4GNT	5.91447	5.87135	6.00295	6.009530000000001	5.87777	5.86285
AAAS	10.3823	10.302	10.2216	10.4424	10.5724	10.7256
AACS	9.86272	9.734210000000001	9.57629	9.438260000000001	9.57896	9.81997
AADAC	3.5672099999999998	5.804180000000001	3.8695699999999995	5.52182	4.24883	3.57401
AADACL2	4.73564	4.5553099999999995	4.516859999999999	4.83113	4.4526699999999995	4.54614
AADACL3	6.65636	6.82167	6.33677	6.3480300000000005	6.36408	6.7125699999999995
AADACL4	5.311	5.30478	5.13612	5.32206	5.0808800000000005	5.1657
AADAT	9.15483	8.53935	9.30218	9.57187	9.75966	9.83367
AAED1	9.70125	9.89935	10.3567	10.6631	9.718539999999999	9.75827
AAGAB	8.180439999999999	8.14386	8.159989999999999	8.18858	7.98225	8.13828
AAK1	10.6639	10.765699999999999	10.6189	10.43085	10.6372	10.7554
AAMDC	8.07967	7.93231	8.010660000000001	8.43915	8.05114	7.96685
AAMP	9.588569999999999	9.5359	9.64805	9.68452	9.64736	9.63626
AANAT	7.15954	7.317810000000001	7.29519	7.25338	7.24264	7.21835
AAR2	10.1716	10.0268	10.1611	10.1778	10.1026	10.1693
AARD	7.28273	7.443789999999999	7.415080000000001	6.77613	7.12167	7.1304
AARS	11.6387	11.1323	11.7438	11.6202	11.7733	11.9336
AARS2	7.66471	7.701980000000001	7.599419999999999	7.64885	7.53045	7.54327
AASDH	7.928319999999999	7.68416	7.613919999999999	8.45326	8.24992	8.335460000000001
AASDHPPT	5.902229999999999	5.606604999999999	5.930135000000001	6.038799999999999	6.017655	5.8619699999999995
AASS	9.31108	9.123439999999999	9.165239999999999	9.24901	8.97874	9.141160000000001
AATBC	7.47443	7.36504	7.427789999999999	7.3818	7.24205	7.29655
AATF	9.99018	9.61231	10.5028	10.4573	10.3393	10.3284
AATK	7.76082	7.64135	7.5858	7.68191	7.6414100000000005	7.59802
ABAT	7.971019999999999	8.08486	8.1152	8.54229	8.272039999999999	8.129430000000001
ABCA1	10.7689	9.939969999999999	10.9192	10.4221	10.665	10.3918
ABCA2	9.16203	9.37912	9.06703	9.19844	9.0641	9.191189999999999
ABCA3	7.276260000000001	7.3775	7.32499	7.245139999999999	7.23947	7.2819
ABCA4	6.0826400000000005	5.94244	5.92425	5.8893699999999995	6.01279	5.945930000000001
ABCA5	8.0967	7.49867	8.2869	8.3994	8.11404	8.22453
ABCA6	9.60383	9.9248	9.9429	10.8213	10.0871	9.004389999999999
ABCA7	7.75515	8.15342	7.771730000000001	7.7279800000000005	7.62483	7.700069999999999
ABCA8	8.88012	9.00398	7.978219999999999	10.2097	9.48427	9.294
ABCA9	9.856860000000001	10.068999999999999	10.2918	10.2253	9.88453	8.71706
ABCA10	4.9429300000000005	4.6044599999999996	5.29784	5.5911599999999995	5.0892	5.0196
ABCA11P	6.1365099999999995	5.85361	6.02968	5.7992	6.0705800000000005	6.04141
ABCA12	5.63604	5.6898800000000005	5.55316	5.5799900000000004	5.54092	5.6687199999999995
ABCA13	6.20334	6.382219999999999	6.26931	6.23731	6.156000000000001	6.26587
ABCB1	6.05535	5.99578	5.99247	6.0662400000000005	6.03541	6.03381
ABCB4	6.40835	6.15034	6.01898	6.912839999999999	6.27888	6.27573
ABCB5	5.12251	5.09831	5.2492	5.93929	5.09577	4.70326
ABCB6	8.59568	8.73245	8.54037	8.70327	8.62766	8.71522
ABCB7	8.93483	8.68936	8.99788	9.38204	9.16134	9.029760000000001
ABCB8	8.429733333333333	8.47164	8.342923333333333	8.121730000000001	8.334386666666667	8.435476666666666
ABCB9	7.68549	7.83315	7.43515	7.41984	7.65945	7.79358
ABCB10	9.236889999999999	9.26592	9.27307	9.18484	9.209810000000001	9.33597
ABCB11	5.44562	5.54321	5.61244	5.626519999999999	5.325	5.18709
ABCC1	10.3684	10.4015	10.5848	10.3293	10.2324	10.3753
ABCC2	6.79897	6.92933	6.88346	7.53797	7.10066	7.0864899999999995
ABCC3	7.6826300000000005	8.66951	8.61628	9.20479	9.05368	9.412460000000001
ABCC4	10.0816	9.37504	9.92077	10.4154	10.0888	10.5245
ABCC5	8.45059	8.5581	8.33544	8.62905	8.64545	8.64898
ABCC6	7.658060000000001	7.721489999999999	7.753189999999999	7.4668600000000005	7.68222	7.46754
ABCC8	7.48875	7.48265	7.34006	7.3368	7.45482	7.3512699999999995
ABCC9	9.641169999999999	8.69215	9.85865	10.811	10.5674	10.4763
ABCC10	9.407919999999999	9.49995	9.369639999999999	9.314219999999999	9.48102	9.490169999999999
ABCC11	6.940860000000001	6.946619999999999	6.806610000000001	6.84662	6.7889	6.8242199999999995
ABCC12	5.78258	5.73211	5.63695	5.6230400000000005	5.741169999999999	5.671130000000001
ABCD1	9.393510000000001	9.266960000000001	9.36743	8.97862	9.11088	9.224680000000001
ABCD2	5.37259	5.44833	5.54519	5.75134	5.510280000000001	5.50778
ABCD3	9.22296	9.06869	8.923110000000001	9.10713	9.18225	9.223510000000001
ABCE1	9.45429	9.17398	9.32515	9.267710000000001	9.70298	9.58112
ABCF1	10.1872	10.2435	10.350999999999999	10.0731	10.2021	10.2796
ABCF2	9.290989999999999	9.15012	9.43608	9.23473	9.2161	9.36843
ABCF3	9.429269999999999	9.39482	9.39663	9.583919999999999	9.56733	9.6454
ABCG1	6.92807	7.0003899999999994	6.85486	7.03022	7.02009	7.03895
ABCG2	5.17581	5.30314	5.27752	5.33763	5.2735199999999995	5.10037
ABCG4	7.45781	7.33045	7.51858	7.3066	7.3143199999999995	7.39716
ABCG5	6.059	6.03637	5.9869900000000005	5.88755	5.938269999999999	6.04075
ABCG8	7.0643199999999995	6.99626	6.7845699999999995	6.902360000000001	6.74593	6.65792
ABHD1	6.9317	6.90031	6.9450899999999995	7.19257	6.976210000000001	6.94251
ABHD2	10.4884	10.3922	10.3137	10.0363	10.3123	10.2572
ABHD3	6.03624	6.07955	6.20976	6.38218	6.44603	6.25977
ABHD4	11.5696	11.2189	11.6283	12.075	11.5158	11.6188
ABHD5	10.1181	10.1	10.1637	10.5579	10.2481	10.2817
ABHD8	8.643310000000001	8.76947	8.60362	8.54321	8.58109	8.52735
ABHD10	8.59945	8.8089	8.44764	8.721689999999999	8.81588	8.751719999999999
ABHD11	9.02709	8.7436	8.977960000000001	9.08708	9.034310000000001	9.131860000000001
ABHD12	9.7667	9.81939	9.9657	10.11	9.95791	9.90818
ABHD12B	5.148569999999999	5.51321	5.43931	5.185569999999999	5.16754	5.071680000000001
ABHD13	10.1634	10.0559	10.0602	9.94003	10.0164	10.0245
ABHD14A	10.8399	10.9202	10.6959	11.2523	11.1878	11.0026
ABHD14B	10.1177	10.2258	9.94326	10.2288	10.2355	10.1718
ABHD15	8.67957	8.73731	8.47988	8.34328	8.553339999999999	8.30492
ABHD16A	8.746705	8.725065	8.813735	8.990925	9.0871	8.93548
ABHD16B	7.53839	7.37167	7.30805	7.2908	7.1616800000000005	7.23681
ABHD17A	10.390278	10.439580000000001	10.372876	10.486588	10.290756	10.224872
ABHD17B	8.13626	8.22943	8.3113	8.1378	8.17784	8.16548
ABHD17C	9.64584	9.710289999999999	9.73503	9.803519999999999	9.37924	9.49033
ABHD18	8.374410000000001	8.41871	8.36032	8.55844	8.38371	8.37035
ABI1	10.3108	10.177999999999999	10.3756	10.4312	10.3212	10.3084
ABI2	10.2246	10.2856	10.0348	10.0275	10.1613	10.1634
ABI3	7.2672300000000005	7.28285	7.209410000000001	7.19066	7.21822	7.24666
ABI3BP	12.956	13.0511	12.9724	13.1763	12.8549	12.5255
ABL1	11.3006	11.1428	11.2369	11.2044	11.3229	11.4717
ABL2	10.0562	9.92122	10.3799	10.1776	9.989469999999999	9.9632
ABLIM1	7.518680000000001	7.51006	8.33343	9.04035	7.4854899999999995	7.33581
ABLIM2	7.6353800000000005	7.63095	7.60268	7.501510000000001	7.542560000000001	7.5465800000000005
ABLIM3	9.51159	9.76245	10.1748	10.5715	10.4413	9.74307
ABO	7.668130000000001	7.60243	7.627510000000001	7.62425	7.44528	7.57535
ABR	9.80513	9.76544	10.3915	10.9253	9.97973	10.1201
ABRA	6.611960000000001	6.96253	6.56745	6.609780000000001	6.790030000000001	6.66602
ABRACL	8.273430000000001	8.09163	8.74962	8.33211	8.22633	7.89853
ABRAXAS1	8.79448	8.626610000000001	8.83164	9.25447	9.16282	8.81715
ABRAXAS2	9.832939999999999	9.85622	9.85779	9.87374	9.96688	9.89892
ABT1	8.54487	8.48047	8.52546	8.37239	8.4783	8.638060000000001
ABTB1	8.33113	8.4269	8.47926	8.91314	8.665239999999999	8.62785
ABTB2	8.859589999999999	8.724730000000001	8.6117	7.95132	8.79986	9.05216
ACAA1	8.48656	8.555660000000001	8.6939	8.63345	8.473139999999999	8.66765
ACAA2	8.95929	8.92881	8.95082	9.077580000000001	9.051169999999999	8.97718
ACACA	8.92052	8.91992	8.987860000000001	9.01711	8.9579	9.06523
ACACB	7.258430000000001	7.195130000000001	7.2831	7.682169999999999	7.522989999999999	7.2518199999999995
ACAD8	9.290389999999999	9.14869	9.206010000000001	9.02663	9.11086	9.27941
ACAD9	10.3369	10.2239	10.3622	10.3154	10.2624	10.2797
ACAD10	7.91016	7.6588	7.95555	8.211030000000001	8.1125	8.10197
ACADL	5.29889	5.16438	5.17508	5.6918	5.31606	5.45987
ACADM	10.0619	9.893460000000001	10.2025	10.0705	10.0311	9.9918
ACADS	8.33115	8.25975	8.24099	8.78965	8.37365	8.27492
ACADSB	7.931310000000001	7.796119999999999	8.20875	8.407589999999999	7.906439999999999	7.82353
ACADVL	11.0039	11.2348	10.7916	10.8953	11.2648	11.3873
ACAN	7.765	8.75606	9.69037	9.33671	8.66887	7.9614899999999995
ACAP2	9.7312	9.70838	10.0423	10.2605	10.027000000000001	9.88383
ACAP3	8.87463	9.12571	8.68941	8.76803	8.82591	8.935939999999999
ACAT1	8.93657	8.68101	9.27623	9.5898	9.1618	9.124130000000001
ACAT2	8.26865	8.15005	8.627839999999999	7.92443	8.148430000000001	8.28454
ACBD3	11.8856	11.9091	11.8132	11.732999999999999	11.9185	11.9129
ACBD4	8.09264	8.08505	8.10614	8.19201	8.04769	8.05332
ACBD5	9.42873	9.38144	9.45618	9.4693	9.50583	9.52396
ACBD6	7.35003	7.0079	7.297680000000001	7.18547	7.24795	7.15883
ACBD7	5.437180000000001	5.58399	5.644480000000001	5.72268	5.81566	5.71131
ACCS	8.06661	8.09787	8.05167	8.6037	8.22449	8.21072
ACCSL	5.74496	5.67252	5.57025	5.44287	5.52217	5.493040000000001
ACD	8.961260000000001	8.67574	8.84135	9.040389999999999	8.92832	8.989889999999999
ACE	8.34816	8.11916	8.201039999999999	8.61867	7.94003	8.03428
ACE2	5.73095	5.69649	5.69911	5.7655400000000006	5.71949	5.86801
ACER1	7.11712	7.14837	7.1005199999999995	7.137810000000001	7.15672	7.1463
ACER2	7.705080000000001	7.66534	7.655480000000001	7.841310000000001	7.32075	7.39543
ACER3	9.69552	9.40118	9.71983	9.95651	9.57836	9.63305
ACHE	7.07488	7.11583	6.9572	6.8013699999999995	6.90782	7.02623
ACIN1	9.88678	10.0878	10.0575	10.1915	10.1217	10.2939
ACKR1	6.7384	6.75029	6.6363199999999996	6.64221	6.68002	6.570539999999999
ACKR2	6.4272	6.72532	6.56655	6.91281	6.50365	6.46202
ACKR3	7.26778	8.05852	7.63536	8.16997	8.20588	8.232669999999999
ACKR4	8.177605	9.30541	9.160015	9.606785	8.82962	8.51239
ACLY	12.3772	12.4158	12.3223	11.6117	12.3665	12.6171
ACMSD	4.934480000000001	5.316269999999999	5.18225	4.8465	5.07916	5.130669999999999
ACO1	11.9573	11.9171	11.9914	11.8162	11.5629	11.7564
ACO2	10.6929	10.532	10.6355	10.6682	10.6759	10.6844
ACOD1	5.08012	4.99565	5.11397	5.06871	4.809769999999999	4.9502
ACOT1	9.37092	9.045960000000001	8.72982	8.852960000000001	8.354619999999999	8.61686
ACOT2	9.9108	9.90588	9.85413	9.498439999999999	9.49182	9.50943
ACOT4	6.61504	6.61687	6.6405199999999995	6.29745	6.39271	6.3235
ACOT6	5.99255	5.951169999999999	6.19926	6.15	6.1599699999999995	6.31194
ACOT7	9.29445	9.10629	9.27753	9.03404	9.20475	9.1272
ACOT8	9.15023	8.84177	8.88002	8.95377	9.022210000000001	9.09983
ACOT9	10.3706	10.1721	10.4773	10.0298	10.174	10.2575
ACOT11	7.91213	8.082239999999999	7.872310000000001	7.77572	8.21669	8.150260000000001
ACOT12	5.86238	5.73632	5.809	5.94684	5.66896	5.59131
ACOT13	10.0684	10.0011	9.995389999999999	10.262	10.236	10.1178
ACOX1	10.0338	10.3159	10.0764	9.86503	9.85828	9.91231
ACOX2	9.11171	8.94495	9.22969	9.37752	9.17704	9.25207
ACOX3	9.698080000000001	9.726939999999999	9.51327	9.637739999999999	9.52866	9.62231
ACOXL	6.192130000000001	6.10426	5.9923	5.91716	5.73064	5.90246
ACOXL-AS1	6.1411	6.01264	6.037999999999999	6.05735	5.8579300000000005	6.01764
ACP1	10.1853	10.2134	10.136000000000001	9.97824	10.0953	10.1379
ACP2	11.1782	11.05	10.9911	10.9328	11.1441	11.1577
ACP4	7.99195	7.82603	7.797560000000001	7.940110000000001	7.73833	7.9370899999999995
ACP5	7.46885	7.467510000000001	8.20604	7.9803	7.703360000000001	7.48977
ACP6	7.514710000000001	7.880489999999999	7.21461	7.8977699999999995	8.074019999999999	7.79882
ACP7	7.0075	7.0814699999999995	7.06198	6.99564	7.00035	6.85732
ACPP	5.68513	5.6096699999999995	5.69492	5.55438	5.65771	5.65771
ACR	7.586234999999999	7.72942	7.712625000000001	7.545585	7.47422	7.54026
ACRBP	7.2926899999999995	7.18417	7.15252	7.4584399999999995	7.30923	7.309769999999999
ACRV1	5.78787	5.98342	5.99138	5.77535	5.9535800000000005	5.7996
ACSBG1	7.18336	7.144880000000001	7.050039999999999	7.157430000000001	6.93934	7.03333
ACSBG2	5.495830000000001	5.5577	5.710030000000001	5.69915	5.6183	5.53538
ACSF2	9.49723	9.14328	9.667760000000001	9.80288	9.87597	9.523489999999999
ACSF3	8.16582	8.18035	8.08939	8.19936	8.10078	8.1122
ACSL1	9.19355	8.62155	9.48488	9.9584	9.26937	9.306239999999999
ACSL3	10.4213	9.975810000000001	10.4554	9.80349	9.9585	10.1501
ACSL4	10.2412	10.0847	10.0995	9.87855	10.2264	10.4164
ACSL5	7.90585	7.63218	8.59539	9.09618	8.60282	8.10272
ACSL6	6.4063	6.27912	6.0848	6.10306	6.14581	6.10185
ACSM1	5.78675	5.6070400000000005	5.67659	5.68388	5.82254	5.78841
ACSM2A	6.25819	5.69424	6.154780000000001	5.77468	5.95017	6.05089
ACSM3	5.53987	5.7762199999999995	5.54405	6.01006	5.81829	5.54387
ACSM5	6.73482	6.727469999999999	6.686089999999999	6.910239999999999	6.68452	6.65623
ACSM6	5.78924	5.9044099999999995	6.00608	5.51799	5.89562	5.7139999999999995
ACSS1	7.38998	7.3594800000000005	7.591489999999999	8.18857	7.21782	7.300680000000001
ACSS2	9.29313	9.197389999999999	9.760819999999999	9.72194	9.17915	9.2113
ACSS3	8.70251	8.19332	7.7773699999999995	9.31851	8.449110000000001	8.18008
ACTA1	9.27356	9.26368	9.077810000000001	8.860339999999999	8.94257	9.08432
ACTA2	12.6686	12.8123	12.7324	11.8332	11.9235	12.0533
ACTA2-AS1	7.37713	7.51703	7.434010000000001	7.05305	7.101789999999999	7.3045100000000005
ACTB	13.6194	13.6859	13.5836	13.5229	13.5101	13.6081
ACTBL2	7.780930000000001	7.51347	7.25633	6.18194	6.92041	7.63667
ACTC1	7.1606	9.51065	8.49548	6.762010000000001	7.26664	7.89647
ACTG1	13.8741	13.8933	13.9092	13.8213	13.8416	13.8268
ACTG1P17	6.908739999999999	6.755160000000001	6.83816	6.7226	6.69302	6.8471
ACTG2	6.69065	6.74091	11.3496	6.36219	6.60245	6.5477
ACTL6A	8.8105	8.65723	8.5049	8.606530000000001	8.75496	8.801680000000001
ACTL6B	6.81924	6.881480000000001	6.653410000000001	6.77335	6.751989999999999	6.80837
ACTL7A	6.46183	6.566660000000001	6.56568	6.58172	6.50575	6.3498
ACTL7B	7.94005	8.1605	8.14232	8.097719999999999	8.09492	8.00093
ACTL8	6.92219	6.82291	6.746110000000001	7.1488	6.71565	6.94654
ACTL9	8.206610000000001	7.96156	7.96755	8.17544	7.84468	7.892180000000001
ACTL10	8.04348	7.952139999999999	7.86977	7.8981699999999995	7.81862	7.73865
ACTN1	13.4238	13.4256	13.3257	12.97	13.2387	13.3331
ACTN2	5.8749	5.73652	5.75316	5.6468	5.733	5.80316
ACTN3	7.373989999999999	7.17592	7.15044	7.2602199999999995	7.24949	7.33967
ACTN4	13.3327	13.3595	13.3438	13.0633	13.1962	13.2487
ACTR1A	11.5641	11.5133	11.3543	11.1501	11.4165	11.3904
ACTR1B	10.0121	10.0026	9.84905	9.908610000000001	9.87113	10.1063
ACTR2	12.6751	12.6421	12.5957	12.3419	12.4167	12.6474
ACTR3	12.2473	12.089	12.1213	12.1133	12.0882	12.0227
ACTR3B	7.828130000000001	7.7569	7.8284899999999995	7.85791	7.75137	7.8414399999999995
ACTR3C	6.44364	6.6499	6.50986	6.6925	6.11006	6.8722199999999996
ACTR5	7.8430100000000005	7.722689999999999	7.869489999999999	7.92553	7.8213	8.15369
ACTR6	6.6753100000000005	6.64849	6.78671	6.8216	6.97882	6.81945
ACTR8	9.487210000000001	9.52323	9.53187	9.50629	9.67032	9.48194
ACTR10	10.2417	10.1094	10.2132	10.1989	10.2755	10.2748
ACTRT1	5.81591	6.02454	5.94034	5.65134	5.6623	6.00011
ACTRT2	7.62412	7.680839999999999	7.67952	7.623130000000001	7.439030000000001	7.585369999999999
ACTRT3	6.742260000000001	6.9412	6.708469999999999	6.5871	6.69557	6.897880000000001
ACVR1	10.1327	9.87611	10.1452	10.2939	10.1958	10.1547
ACVR1B	9.2151	9.16651	9.1741	9.42845	9.19925	9.17901
ACVR1C	6.8866	6.942239999999999	7.32762	7.379239999999999	7.132000000000001	7.34575
ACVR2A	10.3397	10.4186	9.50399	10.0173	10.1831	10.4352
ACVR2B	6.63877	6.71948	6.768339999999999	6.682410000000001	6.533119999999999	6.32451
ACVRL1	10.0299	10.2264	10.2126	10.6115	10.2228	10.2203
ACY1	10.0796	9.8756	10.1512	9.89304	10.1684	10.1117
ACY3	7.018489999999999	7.16235	6.88225	6.939939999999999	6.86795	6.96364
ACYP1	6.90728	7.10953	7.205139999999999	7.224080000000001	7.338889999999999	7.34554
ACYP2	8.24991	8.21941	8.41887	8.471860000000001	8.6981	8.3463
ADA	10.1468	9.79308	10.2942	10.4102	10.6815	9.956439999999999
ADA2	8.14398	8.487969999999999	7.801810000000001	7.6818800000000005	8.90156	8.74671
ADAD1	4.00822	4.21353	4.02226	4.0439	4.10644	3.9053
ADAD2	8.92239	8.918280000000001	8.82152	8.829830000000001	8.74916	8.8491
ADAL	8.62172	8.60234	8.56787	8.46642	8.51859	8.57656
ADAM2	4.31684	4.299580000000001	4.1841	4.36857	4.25592	4.20579
ADAM3A	3.61522	3.54661	3.7973	3.6145199999999997	3.6184199999999995	3.59974
ADAM5	3.99298	3.9348199999999998	4.212940000000001	4.17338	4.23609	3.9116800000000005
ADAM6	6.2654	6.47347	6.39485	6.03474	6.12967	6.15942
ADAM7	4.521719999999999	4.54973	4.40648	4.47633	4.17204	4.4218
ADAM8	8.228489999999999	8.12225	8.11426	8.081669999999999	7.866230000000001	8.021939999999999
ADAM9	12.7911	12.6129	12.6071	12.6943	12.6861	12.5054
ADAM10	12.1741	11.9482	12.2875	12.0864	12.3586	12.2673
ADAM11	7.6738100000000005	7.73865	7.54828	7.50378	7.65539	7.60013
ADAM12	13.1423	12.9428	12.779000000000002	12.9587	12.9067	13.0105
ADAM15	9.0579	9.10511	9.07828	9.48708	9.415339999999999	9.1041
ADAM17	9.82874	9.78249	10.0196	10.1574	9.83048	9.767389999999999
ADAM18	4.471769999999999	4.43069	4.3867400000000005	4.3133	4.29062	3.91794
ADAM19	10.7926	10.6158	10.0614	10.4339	10.1784	10.4877
ADAM20	6.47357	6.52005	6.46373	6.40155	6.47012	6.648560000000001
ADAM20P1	4.64965	4.92643	4.44794	4.3602300000000005	4.80079	4.48107
ADAM21	6.15894	5.73147	5.9351400000000005	5.88615	6.18537	5.79817
ADAM22	5.02839	4.99217	5.00906	5.29235	5.18476	4.90684
ADAM23	8.6003	7.23491	8.56049	7.252160000000001	7.55092	8.03111
ADAM28	5.91142	5.79751	6.03618	5.9298	5.99354	5.79062
ADAM29	4.78337	4.789969999999999	4.87063	4.81827	4.71305	4.78412
ADAM30	5.43581	5.7228900000000005	5.28359	5.47808	5.19262	5.35853
ADAM32	7.178610000000001	7.5037199999999995	7.5453399999999995	7.4914	7.63571	7.74493
ADAM33	9.79181	9.852689999999999	10.1656	10.9747	10.1823	10.0376
ADAMDEC1	5.585319999999999	5.56891	5.46724	5.55084	5.55889	5.38852
ADAMTS1	11.4799	12.2144	11.3384	10.6799	11.4903	11.2839
ADAMTS2	12.4345	12.2805	11.981	12.4639	12.0362	12.2225
ADAMTS3	5.97864	6.19321	6.06329	6.12919	6.16359	6.06907
ADAMTS4	9.47758	9.84532	9.734110000000001	8.44537	9.02581	9.51923
ADAMTS5	9.1452	9.27793	9.944930000000001	11.9622	9.69587	10.2891
ADAMTS6	9.685889999999999	9.33938	8.98298	8.18593	9.19137	9.40265
ADAMTS7	9.664819999999999	9.79921	9.76747	9.56579	9.57289	9.422239999999999
ADAMTS8	7.512339999999999	7.56778	7.48163	7.3315	7.337460000000001	7.29815
ADAMTS9	7.4527	7.17485	7.21138	7.04431	7.200360000000001	7.519480000000001
ADAMTS10	9.89005	9.851510000000001	9.45772	9.71275	9.692039999999999	9.86167
ADAMTS12	11.109000000000002	10.755	10.5003	9.73137	10.591	10.4765
ADAMTS13	8.03059	8.08158	7.964810000000001	8.01777	7.98865	8.0799
ADAMTS14	7.32205	7.48067	7.5546	7.9802100000000005	7.428560000000001	7.332999999999999
ADAMTS15	7.8927	7.834860000000001	8.33413	10.362	8.825	7.5955
ADAMTS16	8.12495	7.8251100000000005	7.7676	7.665080000000001	7.6694	7.769419999999999
ADAMTS17	7.58403	7.490989999999999	7.376469999999999	7.540210000000001	7.37229	7.48155
ADAMTS18	6.27944	6.39158	6.13512	6.24603	6.30733	6.09264
ADAMTS19	6.3154699999999995	6.5490900000000005	6.36639	6.15194	6.15476	6.21544
ADAMTS20	5.54058	5.83784	5.39992	5.50057	5.32154	5.51495
ADAMTSL1	10.461	10.8568	10.4405	10.5702	10.524750000000001	10.874649999999999
ADAMTSL2	8.074110000000001	7.997089999999999	7.952710000000001	7.8198	8.054030000000001	7.919560000000001
ADAMTSL3	6.624569999999999	6.47426	6.16604	6.04386	5.9926699999999995	5.809819999999999
ADAMTSL4	9.50427	9.39052	9.25762	10.0818	9.43746	9.284419999999999
ADAMTSL4-AS1	7.100860000000001	7.57808	7.28936	7.21351	6.90411	6.827539999999999
ADAMTSL5	9.24595	9.27519	9.09638	9.18534	9.22994	9.3118
ADAP1	7.337999999999999	7.8045800000000005	7.96845	7.39295	7.52228	7.81473
ADAP2	7.067889999999999	7.07533	7.16263	7.209239999999999	7.0408100000000005	6.88172
ADAR	10.2056	10.1066	10.2841	10.3231	10.2885	10.3684
ADARB1	9.45624	10.2788	9.89831	9.52605	9.05287	9.34003
ADARB2	7.78538	7.8083100000000005	7.6954899999999995	7.65337	7.58034	7.61189
ADAT1	9.15316	9.20595	8.816139999999999	8.84712	9.06141	9.23423
ADAT2	7.90057	7.5587800000000005	7.82565	7.75322	7.86211	7.868460000000001
ADAT3	8.699580000000001	8.801	8.61812	8.668560000000001	8.55359	8.77917
ADCK1	8.525730000000001	8.310130000000001	8.47542	8.419780000000001	8.3674	8.28053
ADCK2	7.86747	7.5869800000000005	7.7815199999999995	8.2111	7.53025	7.8297300000000005
ADCK5	8.471969999999999	8.51966	8.41965	8.4794	8.47541	8.481710000000001
ADCY1	7.480589999999999	7.71104	7.55318	7.7492600000000005	7.41803	7.49317
ADCY2	6.860710000000001	6.86475	6.8762300000000005	6.9802	6.769819999999999	6.678210000000001
ADCY3	9.92586	9.89524	10.3114	11.6921	10.3825	10.3089
ADCY4	9.32601	9.32437	9.17676	10.1019	9.16672	10.166
ADCY5	7.094519999999999	7.13128	7.13064	7.10526	7.041110000000001	7.08248
ADCY6	9.69091	9.8541	9.620560000000001	9.63263	9.58755	9.73066
ADCY7	10.2378	10.5053	10.0259	9.76517	10.2967	10.3511
ADCY8	6.87401	6.971769999999999	6.7956	6.6643	6.64089	6.74805
ADCY9	9.38302	9.30782	9.65662	9.92322	9.29945	9.51645
ADCY10	5.65503	5.6637	5.68652	5.58713	5.72353	5.57932
ADCY10P1	6.09708	6.103680000000001	5.93315	6.969869999999999	6.419569999999999	6.48035
ADCYAP1	7.131010000000001	7.20516	7.01761	7.011260000000001	6.81513	7.0115
ADCYAP1R1	6.62483	6.59646	6.620589999999999	7.09577	6.80018	6.586689999999999
ADD1	10.8649	10.8223	10.7792	10.9665	10.9262	10.8573
ADD2	7.02652	6.76467	7.69906	6.73492	6.55106	6.73416
ADD3	11.1241	11.0609	11.0595	11.5223	11.3493	11.0097
ADGB	4.52797	4.55967	4.168880000000001	4.47775	4.36942	4.34124
ADGRA1	7.799460000000001	7.788469999999999	7.5530800000000005	7.725039999999999	7.47784	7.63775
ADGRA2	11.6241	11.659	11.8691	11.8767	11.2704	11.5566
ADGRA3	7.604480000000001	7.0514	7.717639999999999	7.745360000000001	7.7694	7.7406
ADGRB1	7.361560000000001	7.35697	7.43239	7.31493	7.414569999999999	7.443560000000001
ADGRB2	8.6677	8.63107	8.43854	8.28403	8.594330000000001	8.60723
ADGRB3	5.35177	5.17393	5.22013	5.3421199999999995	5.33	5.26741
ADGRD1	10.6223	11.5539	11.692	12.1872	10.883	10.9556
ADGRD2	7.96065	8.07691	7.89095	7.9145	7.86457	7.893110000000001
ADGRE1	5.48905	5.5239400000000005	5.570819999999999	5.6318	5.38091	5.42908
ADGRE2	6.6919	6.8431	6.789060000000001	6.6192	6.69462	7.04575
ADGRE3	5.83978	6.0637300000000005	5.94263	5.7066099999999995	5.92448	5.60918
ADGRE4P	6.38596	6.45697	6.31562	6.27554	6.332380000000001	6.1247300000000005
ADGRE5	10.204	10.2963	10.5222	10.3802	10.5257	10.6807
ADGRF1	5.41775	5.74089	5.61437	5.52195	5.69302	5.23959
ADGRF2	5.79629	5.79354	5.64626	5.665780000000001	5.60821	5.90074
ADGRF3	7.65302	7.521960000000001	7.649719999999999	7.618469999999999	7.62171	7.57147
ADGRF4	5.27491	5.28106	5.26565	5.17057	5.158530000000001	5.2341
ADGRF5	5.9360599999999994	6.03913	6.10388	6.01131	5.889959999999999	6.11258
ADGRG1	7.46145	7.44936	7.44021	7.74839	8.14903	7.562939999999999
ADGRG2	6.00284	5.933	6.15704	5.99559	5.9919400000000005	5.8922099999999995
ADGRG3	7.0759	6.842739999999999	6.886989999999999	6.94993	6.9795	6.92865
ADGRG4	5.44957	5.58145	5.5802	5.82362	5.62852	5.33781
